start,end,weight
S_144,S_27,1.0
S_144,S_28,1.0
S_144,S_32,1.0
S_144,S_37,1.0
S_144,S_47,1.0
S_144,S_54,1.0
S_144,S_56,1.0
S_144,S_59,1.0
S_144,S_69,1.0
S_144,S_73,1.0
S_144,S_112,1.0
S_144,S_116,1.0
S_144,S_123,1.0
S_144,S_131,1.0
S_144,S_136,1.0
S_144,S_137,1.0
S_144,S_163,1.0
S_144,S_170,1.0
S_144,S_174,1.0
S_144,S_175,1.0
S_144,S_181,1.0
S_144,S_191,1.0
S_144,S_197,1.0
S_144,S_199,1.0
S_144,S_211,1.0
S_144,S_213,1.0
S_144,S_228,1.0
S_144,S_240,1.0
S_144,S_260,1.0
S_144,S_307,1.0
S_144,S_330,1.0
S_144,S_515,1.0
S_144,S_699,1.0
S_145,S_19,1.0
S_145,S_121,1.0
S_145,S_139,1.0
S_145,S_147,1.0
S_145,S_154,1.0
S_145,S_155,1.0
S_145,S_186,1.0
S_145,S_229,1.0
S_145,S_242,1.0
S_145,S_251,1.0
S_145,S_268,1.0
S_145,S_270,1.0
S_145,S_277,1.0
S_145,S_285,1.0
S_145,S_287,1.0
S_145,S_311,1.0
S_145,S_315,1.0
S_145,S_318,1.0
S_145,S_324,1.0
S_145,S_325,1.0
S_145,S_332,1.0
S_145,S_487,1.0
S_145,S_513,1.0
S_145,S_516,1.0
S_145,S_581,1.0
S_145,S_588,1.0
S_145,S_592,1.0
S_145,S_598,1.0
S_145,S_607,1.0
S_145,S_614,1.0
S_145,S_621,1.0
S_145,S_626,1.0
S_145,S_628,1.0
S_145,S_666,1.0
S_145,S_683,1.0
S_146,S_3,1.0
S_146,S_7,1.0
S_146,S_11,1.0
S_146,S_23,1.0
S_146,S_24,1.0
S_146,S_31,1.0
S_146,S_40,1.0
S_146,S_42,1.0
S_146,S_53,1.0
S_146,S_57,1.0
S_146,S_62,1.0
S_146,S_83,1.0
S_146,S_92,1.0
S_146,S_97,1.0
S_146,S_101,1.0
S_146,S_105,1.0
S_146,S_108,1.0
S_146,S_119,1.0
S_146,S_148,1.0
S_146,S_165,1.0
S_146,S_166,1.0
S_146,S_172,1.0
S_146,S_176,1.0
S_146,S_193,1.0
S_146,S_202,1.0
S_146,S_204,1.0
S_146,S_207,1.0
S_146,S_214,1.0
S_146,S_222,1.0
S_146,S_225,1.0
S_146,S_231,1.0
S_146,S_256,1.0
S_146,S_264,1.0
S_146,S_269,1.0
S_146,S_281,1.0
S_146,S_282,1.0
S_146,S_288,1.0
S_146,S_306,1.0
S_146,S_314,1.0
S_146,S_329,1.0
S_146,S_524,1.0
S_146,S_528,1.0
S_146,S_620,1.0
S_146,S_675,1.0
S_147,S_19,1.0
S_147,S_44,1.0
S_147,S_49,1.0
S_147,S_121,1.0
S_147,S_139,1.0
S_147,S_145,1.0
S_147,S_154,1.0
S_147,S_155,1.0
S_147,S_177,1.0
S_147,S_186,1.0
S_147,S_217,1.0
S_147,S_227,1.0
S_147,S_229,1.0
S_147,S_251,1.0
S_147,S_262,1.0
S_147,S_268,1.0
S_147,S_270,1.0
S_147,S_277,1.0
S_147,S_285,1.0
S_147,S_287,1.0
S_147,S_305,1.0
S_147,S_311,1.0
S_147,S_315,1.0
S_147,S_318,1.0
S_147,S_321,1.0
S_147,S_323,1.0
S_147,S_324,1.0
S_147,S_325,1.0
S_147,S_326,1.0
S_147,S_332,1.0
S_147,S_487,1.0
S_147,S_513,1.0
S_147,S_516,1.0
S_147,S_614,1.0
S_147,S_628,1.0
S_147,S_666,1.0
S_147,S_683,1.0
S_148,S_3,1.0
S_148,S_11,1.0
S_148,S_23,1.0
S_148,S_24,1.0
S_148,S_40,1.0
S_148,S_53,1.0
S_148,S_57,1.0
S_148,S_68,1.0
S_148,S_80,1.0
S_148,S_97,1.0
S_148,S_105,1.0
S_148,S_109,1.0
S_148,S_111,1.0
S_148,S_146,1.0
S_148,S_165,1.0
S_148,S_172,1.0
S_148,S_176,1.0
S_148,S_193,1.0
S_148,S_200,1.0
S_148,S_204,1.0
S_148,S_207,1.0
S_148,S_222,1.0
S_148,S_225,1.0
S_148,S_241,1.0
S_148,S_256,1.0
S_148,S_258,1.0
S_148,S_269,1.0
S_148,S_282,1.0
S_148,S_283,1.0
S_148,S_288,1.0
S_148,S_303,1.0
S_148,S_306,1.0
S_148,S_314,1.0
S_148,S_328,1.0
S_148,S_620,1.0
S_148,S_675,1.0
S_149,S_10,1.0
S_149,S_21,1.0
S_149,S_58,1.0
S_149,S_76,1.0
S_149,S_120,1.0
S_149,S_124,1.0
S_149,S_129,1.0
S_149,S_150,1.0
S_149,S_162,1.0
S_149,S_173,1.0
S_149,S_184,1.0
S_149,S_233,1.0
S_149,S_290,1.0
S_149,S_331,1.0
S_149,S_468,1.0
S_149,S_503,1.0
S_150,S_8,1.0
S_150,S_10,1.0
S_150,S_21,1.0
S_150,S_58,1.0
S_150,S_76,1.0
S_150,S_107,1.0
S_150,S_115,1.0
S_150,S_120,1.0
S_150,S_124,1.0
S_150,S_149,1.0
S_150,S_160,1.0
S_150,S_173,1.0
S_150,S_184,1.0
S_150,S_192,1.0
S_150,S_219,1.0
S_150,S_233,1.0
S_150,S_290,1.0
S_150,S_331,1.0
S_150,S_418,1.0
S_150,S_468,1.0
S_150,S_473,1.0
S_150,S_657,1.0
S_151,S_8,1.0
S_151,S_10,1.0
S_151,S_14,1.0
S_151,S_22,1.0
S_151,S_38,1.0
S_151,S_46,1.0
S_151,S_51,1.0
S_151,S_60,1.0
S_151,S_74,1.0
S_151,S_76,1.0
S_151,S_78,1.0
S_151,S_81,1.0
S_151,S_98,1.0
S_151,S_99,1.0
S_151,S_127,1.0
S_151,S_152,1.0
S_151,S_160,1.0
S_151,S_167,1.0
S_151,S_169,1.0
S_151,S_185,1.0
S_151,S_188,1.0
S_151,S_198,1.0
S_151,S_219,1.0
S_151,S_220,1.0
S_151,S_230,1.0
S_151,S_233,1.0
S_151,S_244,1.0
S_151,S_246,1.0
S_151,S_249,1.0
S_151,S_250,1.0
S_151,S_255,1.0
S_151,S_259,1.0
S_151,S_261,1.0
S_151,S_265,1.0
S_151,S_272,1.0
S_151,S_274,1.0
S_151,S_275,1.0
S_151,S_290,1.0
S_151,S_496,1.0
S_151,S_499,1.0
S_151,S_500,1.0
S_151,S_503,1.0
S_151,S_685,1.0
S_151,S_702,1.0
S_151,S_703,1.0
S_151,S_705,1.0
S_152,S_1,1.0
S_152,S_13,1.0
S_152,S_14,1.0
S_152,S_15,1.0
S_152,S_16,1.0
S_152,S_20,1.0
S_152,S_38,1.0
S_152,S_60,1.0
S_152,S_73,1.0
S_152,S_74,1.0
S_152,S_78,1.0
S_152,S_81,1.0
S_152,S_85,1.0
S_152,S_94,1.0
S_152,S_98,1.0
S_152,S_100,1.0
S_152,S_123,1.0
S_152,S_125,1.0
S_152,S_127,1.0
S_152,S_136,1.0
S_152,S_137,1.0
S_152,S_138,1.0
S_152,S_151,1.0
S_152,S_163,1.0
S_152,S_167,1.0
S_152,S_181,1.0
S_152,S_182,1.0
S_152,S_188,1.0
S_152,S_197,1.0
S_152,S_199,1.0
S_152,S_211,1.0
S_152,S_230,1.0
S_152,S_244,1.0
S_152,S_249,1.0
S_152,S_272,1.0
S_152,S_275,1.0
S_152,S_482,1.0
S_152,S_500,1.0
S_152,S_520,1.0
S_152,S_525,1.0
S_152,S_529,1.0
S_152,S_690,1.0
S_152,S_702,1.0
S_153,S_34,1.0
S_153,S_113,1.0
S_153,S_134,1.0
S_153,S_164,1.0
S_153,S_178,1.0
S_153,S_206,1.0
S_153,S_216,1.0
S_153,S_295,1.0
S_153,S_298,1.0
S_153,S_374,1.0
S_153,S_376,1.0
S_153,S_453,1.0
S_153,S_463,1.0
S_153,S_508,1.0
S_154,S_19,1.0
S_154,S_49,1.0
S_154,S_121,1.0
S_154,S_139,1.0
S_154,S_145,1.0
S_154,S_147,1.0
S_154,S_155,1.0
S_154,S_177,1.0
S_154,S_186,1.0
S_154,S_229,1.0
S_154,S_251,1.0
S_154,S_262,1.0
S_154,S_270,1.0
S_154,S_277,1.0
S_154,S_285,1.0
S_154,S_287,1.0
S_154,S_293,1.0
S_154,S_299,1.0
S_154,S_305,1.0
S_154,S_311,1.0
S_154,S_315,1.0
S_154,S_318,1.0
S_154,S_323,1.0
S_154,S_325,1.0
S_154,S_326,1.0
S_154,S_487,1.0
S_154,S_513,1.0
S_154,S_516,1.0
S_154,S_581,1.0
S_154,S_582,1.0
S_154,S_614,1.0
S_154,S_621,1.0
S_154,S_626,1.0
S_154,S_628,1.0
S_154,S_658,1.0
S_154,S_666,1.0
S_154,S_683,1.0
S_154,S_694,1.0
S_155,S_19,1.0
S_155,S_44,1.0
S_155,S_121,1.0
S_155,S_139,1.0
S_155,S_140,1.0
S_155,S_145,1.0
S_155,S_147,1.0
S_155,S_154,1.0
S_155,S_186,1.0
S_155,S_217,1.0
S_155,S_227,1.0
S_155,S_229,1.0
S_155,S_242,1.0
S_155,S_251,1.0
S_155,S_262,1.0
S_155,S_268,1.0
S_155,S_270,1.0
S_155,S_277,1.0
S_155,S_285,1.0
S_155,S_311,1.0
S_155,S_318,1.0
S_155,S_324,1.0
S_155,S_325,1.0
S_155,S_332,1.0
S_155,S_513,1.0
S_155,S_516,1.0
S_155,S_614,1.0
S_155,S_683,1.0
S_156,S_84,1.0
S_156,S_223,1.0
S_156,S_263,1.0
S_156,S_317,1.0
S_156,S_319,1.0
S_156,S_398,1.0
S_156,S_404,1.0
S_156,S_405,1.0
S_156,S_412,1.0
S_156,S_414,1.0
S_156,S_415,1.0
S_156,S_512,1.0
S_156,S_518,1.0
S_157,S_0,1.0
S_157,S_26,1.0
S_157,S_41,1.0
S_157,S_52,1.0
S_157,S_67,1.0
S_157,S_135,1.0
S_157,S_142,1.0
S_157,S_169,1.0
S_157,S_220,1.0
S_157,S_237,1.0
S_157,S_243,1.0
S_157,S_246,1.0
S_157,S_248,1.0
S_157,S_255,1.0
S_157,S_259,1.0
S_157,S_261,1.0
S_157,S_265,1.0
S_157,S_294,1.0
S_157,S_304,1.0
S_157,S_308,1.0
S_157,S_408,1.0
S_157,S_417,1.0
S_157,S_465,1.0
S_157,S_469,1.0
S_157,S_472,1.0
S_157,S_476,1.0
S_157,S_485,1.0
S_157,S_496,1.0
S_157,S_497,1.0
S_157,S_514,1.0
S_157,S_519,1.0
S_157,S_527,1.0
S_157,S_650,1.0
S_157,S_673,1.0
S_157,S_698,1.0
S_157,S_700,1.0
S_157,S_701,1.0
S_157,S_703,1.0
S_158,S_6,1.0
S_158,S_9,1.0
S_158,S_29,1.0
S_158,S_36,1.0
S_158,S_65,1.0
S_158,S_68,1.0
S_158,S_77,1.0
S_158,S_80,1.0
S_158,S_82,1.0
S_158,S_95,1.0
S_158,S_109,1.0
S_158,S_111,1.0
S_158,S_128,1.0
S_158,S_143,1.0
S_158,S_159,1.0
S_158,S_168,1.0
S_158,S_189,1.0
S_158,S_190,1.0
S_158,S_193,1.0
S_158,S_203,1.0
S_158,S_210,1.0
S_158,S_215,1.0
S_158,S_225,1.0
S_158,S_234,1.0
S_158,S_241,1.0
S_158,S_247,1.0
S_158,S_258,1.0
S_158,S_278,1.0
S_158,S_283,1.0
S_158,S_291,1.0
S_158,S_292,1.0
S_158,S_302,1.0
S_158,S_704,1.0
S_159,S_6,1.0
S_159,S_9,1.0
S_159,S_29,1.0
S_159,S_65,1.0
S_159,S_77,1.0
S_159,S_82,1.0
S_159,S_95,1.0
S_159,S_109,1.0
S_159,S_143,1.0
S_159,S_158,1.0
S_159,S_168,1.0
S_159,S_179,1.0
S_159,S_189,1.0
S_159,S_190,1.0
S_159,S_203,1.0
S_159,S_210,1.0
S_159,S_215,1.0
S_159,S_234,1.0
S_159,S_236,1.0
S_159,S_241,1.0
S_159,S_247,1.0
S_159,S_271,1.0
S_159,S_278,1.0
S_159,S_291,1.0
S_159,S_704,1.0
S_160,S_8,1.0
S_160,S_10,1.0
S_160,S_14,1.0
S_160,S_21,1.0
S_160,S_26,1.0
S_160,S_46,1.0
S_160,S_51,1.0
S_160,S_58,1.0
S_160,S_76,1.0
S_160,S_107,1.0
S_160,S_115,1.0
S_160,S_120,1.0
S_160,S_124,1.0
S_160,S_150,1.0
S_160,S_151,1.0
S_160,S_184,1.0
S_160,S_188,1.0
S_160,S_192,1.0
S_160,S_219,1.0
S_160,S_233,1.0
S_160,S_237,1.0
S_160,S_245,1.0
S_160,S_249,1.0
S_160,S_255,1.0
S_160,S_259,1.0
S_160,S_261,1.0
S_160,S_274,1.0
S_160,S_290,1.0
S_160,S_308,1.0
S_160,S_418,1.0
S_160,S_472,1.0
S_160,S_496,1.0
S_160,S_685,1.0
S_160,S_701,1.0
S_160,S_703,1.0
S_160,S_705,1.0
S_161,S_15,1.0
S_161,S_18,1.0
S_161,S_30,1.0
S_161,S_43,1.0
S_161,S_48,1.0
S_161,S_64,1.0
S_161,S_70,1.0
S_161,S_72,1.0
S_161,S_73,1.0
S_161,S_79,1.0
S_161,S_86,1.0
S_161,S_87,1.0
S_161,S_94,1.0
S_161,S_106,1.0
S_161,S_117,1.0
S_161,S_126,1.0
S_161,S_163,1.0
S_161,S_170,1.0
S_161,S_171,1.0
S_161,S_174,1.0
S_161,S_182,1.0
S_161,S_183,1.0
S_161,S_191,1.0
S_161,S_199,1.0
S_161,S_218,1.0
S_161,S_224,1.0
S_161,S_228,1.0
S_161,S_238,1.0
S_161,S_240,1.0
S_161,S_267,1.0
S_161,S_279,1.0
S_161,S_280,1.0
S_161,S_300,1.0
S_161,S_320,1.0
S_161,S_419,1.0
S_161,S_642,1.0
S_161,S_708,1.0
S_162,S_8,1.0
S_162,S_10,1.0
S_162,S_14,1.0
S_162,S_58,1.0
S_162,S_74,1.0
S_162,S_76,1.0
S_162,S_81,1.0
S_162,S_120,1.0
S_162,S_124,1.0
S_162,S_129,1.0
S_162,S_138,1.0
S_162,S_149,1.0
S_162,S_167,1.0
S_162,S_173,1.0
S_162,S_184,1.0
S_162,S_188,1.0
S_162,S_219,1.0
S_162,S_233,1.0
S_162,S_239,1.0
S_162,S_249,1.0
S_162,S_276,1.0
S_162,S_290,1.0
S_162,S_482,1.0
S_162,S_503,1.0
S_162,S_690,1.0
S_163,S_1,1.0
S_163,S_13,1.0
S_163,S_15,1.0
S_163,S_16,1.0
S_163,S_18,1.0
S_163,S_20,1.0
S_163,S_43,1.0
S_163,S_59,1.0
S_163,S_73,1.0
S_163,S_79,1.0
S_163,S_81,1.0
S_163,S_85,1.0
S_163,S_86,1.0
S_163,S_94,1.0
S_163,S_98,1.0
S_163,S_100,1.0
S_163,S_117,1.0
S_163,S_123,1.0
S_163,S_125,1.0
S_163,S_126,1.0
S_163,S_127,1.0
S_163,S_137,1.0
S_163,S_144,1.0
S_163,S_152,1.0
S_163,S_161,1.0
S_163,S_170,1.0
S_163,S_174,1.0
S_163,S_182,1.0
S_163,S_183,1.0
S_163,S_197,1.0
S_163,S_199,1.0
S_163,S_211,1.0
S_163,S_230,1.0
S_163,S_238,1.0
S_163,S_244,1.0
S_163,S_275,1.0
S_163,S_279,1.0
S_163,S_330,1.0
S_163,S_419,1.0
S_163,S_482,1.0
S_163,S_520,1.0
S_163,S_525,1.0
S_163,S_529,1.0
S_163,S_642,1.0
S_163,S_690,1.0
S_164,S_34,1.0
S_164,S_113,1.0
S_164,S_153,1.0
S_164,S_178,1.0
S_164,S_206,1.0
S_164,S_216,1.0
S_164,S_295,1.0
S_164,S_357,1.0
S_164,S_359,1.0
S_164,S_360,1.0
S_164,S_361,1.0
S_164,S_362,1.0
S_164,S_363,1.0
S_164,S_365,1.0
S_164,S_394,1.0
S_164,S_463,1.0
S_164,S_505,1.0
S_164,S_508,1.0
S_165,S_3,1.0
S_165,S_11,1.0
S_165,S_23,1.0
S_165,S_24,1.0
S_165,S_40,1.0
S_165,S_42,1.0
S_165,S_53,1.0
S_165,S_57,1.0
S_165,S_68,1.0
S_165,S_83,1.0
S_165,S_97,1.0
S_165,S_101,1.0
S_165,S_108,1.0
S_165,S_146,1.0
S_165,S_148,1.0
S_165,S_166,1.0
S_165,S_172,1.0
S_165,S_176,1.0
S_165,S_193,1.0
S_165,S_201,1.0
S_165,S_204,1.0
S_165,S_207,1.0
S_165,S_214,1.0
S_165,S_221,1.0
S_165,S_225,1.0
S_165,S_231,1.0
S_165,S_252,1.0
S_165,S_269,1.0
S_165,S_281,1.0
S_165,S_282,1.0
S_165,S_288,1.0
S_165,S_303,1.0
S_165,S_306,1.0
S_165,S_314,1.0
S_165,S_329,1.0
S_165,S_528,1.0
S_165,S_675,1.0
S_166,S_3,1.0
S_166,S_7,1.0
S_166,S_24,1.0
S_166,S_39,1.0
S_166,S_40,1.0
S_166,S_42,1.0
S_166,S_50,1.0
S_166,S_53,1.0
S_166,S_57,1.0
S_166,S_75,1.0
S_166,S_83,1.0
S_166,S_97,1.0
S_166,S_101,1.0
S_166,S_108,1.0
S_166,S_146,1.0
S_166,S_165,1.0
S_166,S_201,1.0
S_166,S_204,1.0
S_166,S_205,1.0
S_166,S_207,1.0
S_166,S_214,1.0
S_166,S_221,1.0
S_166,S_231,1.0
S_166,S_252,1.0
S_166,S_269,1.0
S_166,S_281,1.0
S_166,S_282,1.0
S_166,S_288,1.0
S_166,S_296,1.0
S_166,S_306,1.0
S_166,S_329,1.0
S_166,S_528,1.0
S_167,S_8,1.0
S_167,S_10,1.0
S_167,S_14,1.0
S_167,S_20,1.0
S_167,S_51,1.0
S_167,S_60,1.0
S_167,S_74,1.0
S_167,S_76,1.0
S_167,S_78,1.0
S_167,S_81,1.0
S_167,S_85,1.0
S_167,S_98,1.0
S_167,S_100,1.0
S_167,S_124,1.0
S_167,S_127,1.0
S_167,S_129,1.0
S_167,S_138,1.0
S_167,S_151,1.0
S_167,S_152,1.0
S_167,S_162,1.0
S_167,S_173,1.0
S_167,S_188,1.0
S_167,S_230,1.0
S_167,S_239,1.0
S_167,S_244,1.0
S_167,S_249,1.0
S_167,S_276,1.0
S_167,S_290,1.0
S_167,S_482,1.0
S_167,S_503,1.0
S_167,S_520,1.0
S_167,S_525,1.0
S_167,S_529,1.0
S_167,S_690,1.0
S_167,S_696,1.0
S_167,S_702,1.0
S_167,S_705,1.0
S_168,S_6,1.0
S_168,S_9,1.0
S_168,S_29,1.0
S_168,S_63,1.0
S_168,S_65,1.0
S_168,S_77,1.0
S_168,S_80,1.0
S_168,S_90,1.0
S_168,S_95,1.0
S_168,S_109,1.0
S_168,S_111,1.0
S_168,S_118,1.0
S_168,S_143,1.0
S_168,S_158,1.0
S_168,S_159,1.0
S_168,S_179,1.0
S_168,S_187,1.0
S_168,S_189,1.0
S_168,S_190,1.0
S_168,S_193,1.0
S_168,S_200,1.0
S_168,S_203,1.0
S_168,S_210,1.0
S_168,S_236,1.0
S_168,S_241,1.0
S_168,S_247,1.0
S_168,S_257,1.0
S_168,S_271,1.0
S_168,S_278,1.0
S_168,S_677,1.0
S_168,S_704,1.0
S_169,S_0,1.0
S_169,S_22,1.0
S_169,S_41,1.0
S_169,S_46,1.0
S_169,S_51,1.0
S_169,S_52,1.0
S_169,S_67,1.0
S_169,S_99,1.0
S_169,S_104,1.0
S_169,S_135,1.0
S_169,S_141,1.0
S_169,S_142,1.0
S_169,S_151,1.0
S_169,S_157,1.0
S_169,S_185,1.0
S_169,S_198,1.0
S_169,S_220,1.0
S_169,S_246,1.0
S_169,S_248,1.0
S_169,S_250,1.0
S_169,S_255,1.0
S_169,S_259,1.0
S_169,S_261,1.0
S_169,S_265,1.0
S_169,S_272,1.0
S_169,S_274,1.0
S_169,S_294,1.0
S_169,S_304,1.0
S_169,S_308,1.0
S_169,S_327,1.0
S_169,S_408,1.0
S_169,S_472,1.0
S_169,S_496,1.0
S_169,S_499,1.0
S_169,S_500,1.0
S_169,S_514,1.0
S_169,S_698,1.0
S_169,S_700,1.0
S_169,S_701,1.0
S_169,S_705,1.0
S_170,S_4,1.0
S_170,S_13,1.0
S_170,S_15,1.0
S_170,S_16,1.0
S_170,S_18,1.0
S_170,S_27,1.0
S_170,S_28,1.0
S_170,S_32,1.0
S_170,S_37,1.0
S_170,S_43,1.0
S_170,S_48,1.0
S_170,S_56,1.0
S_170,S_59,1.0
S_170,S_69,1.0
S_170,S_72,1.0
S_170,S_73,1.0
S_170,S_79,1.0
S_170,S_86,1.0
S_170,S_94,1.0
S_170,S_116,1.0
S_170,S_123,1.0
S_170,S_125,1.0
S_170,S_126,1.0
S_170,S_137,1.0
S_170,S_144,1.0
S_170,S_161,1.0
S_170,S_163,1.0
S_170,S_174,1.0
S_170,S_175,1.0
S_170,S_182,1.0
S_170,S_183,1.0
S_170,S_191,1.0
S_170,S_197,1.0
S_170,S_199,1.0
S_170,S_211,1.0
S_170,S_218,1.0
S_170,S_224,1.0
S_170,S_228,1.0
S_170,S_238,1.0
S_170,S_240,1.0
S_170,S_320,1.0
S_170,S_330,1.0
S_170,S_419,1.0
S_170,S_515,1.0
S_170,S_642,1.0
S_170,S_699,1.0
S_171,S_15,1.0
S_171,S_18,1.0
S_171,S_30,1.0
S_171,S_43,1.0
S_171,S_48,1.0
S_171,S_70,1.0
S_171,S_72,1.0
S_171,S_73,1.0
S_171,S_79,1.0
S_171,S_86,1.0
S_171,S_94,1.0
S_171,S_106,1.0
S_171,S_117,1.0
S_171,S_126,1.0
S_171,S_161,1.0
S_171,S_182,1.0
S_171,S_183,1.0
S_171,S_218,1.0
S_171,S_228,1.0
S_171,S_238,1.0
S_171,S_267,1.0
S_171,S_279,1.0
S_171,S_280,1.0
S_171,S_300,1.0
S_171,S_419,1.0
S_171,S_642,1.0
S_171,S_708,1.0
S_172,S_3,1.0
S_172,S_11,1.0
S_172,S_23,1.0
S_172,S_24,1.0
S_172,S_40,1.0
S_172,S_42,1.0
S_172,S_53,1.0
S_172,S_68,1.0
S_172,S_80,1.0
S_172,S_93,1.0
S_172,S_105,1.0
S_172,S_109,1.0
S_172,S_111,1.0
S_172,S_118,1.0
S_172,S_146,1.0
S_172,S_148,1.0
S_172,S_165,1.0
S_172,S_176,1.0
S_172,S_187,1.0
S_172,S_193,1.0
S_172,S_200,1.0
S_172,S_207,1.0
S_172,S_222,1.0
S_172,S_225,1.0
S_172,S_241,1.0
S_172,S_256,1.0
S_172,S_258,1.0
S_172,S_282,1.0
S_172,S_283,1.0
S_172,S_288,1.0
S_172,S_303,1.0
S_172,S_306,1.0
S_172,S_314,1.0
S_172,S_328,1.0
S_172,S_528,1.0
S_172,S_620,1.0
S_172,S_675,1.0
S_172,S_715,1.0
S_173,S_10,1.0
S_173,S_14,1.0
S_173,S_58,1.0
S_173,S_76,1.0
S_173,S_120,1.0
S_173,S_124,1.0
S_173,S_129,1.0
S_173,S_138,1.0
S_173,S_149,1.0
S_173,S_150,1.0
S_173,S_162,1.0
S_173,S_167,1.0
S_173,S_184,1.0
S_173,S_233,1.0
S_173,S_239,1.0
S_173,S_249,1.0
S_173,S_276,1.0
S_173,S_290,1.0
S_173,S_503,1.0
S_174,S_2,1.0
S_174,S_4,1.0
S_174,S_13,1.0
S_174,S_15,1.0
S_174,S_17,1.0
S_174,S_18,1.0
S_174,S_27,1.0
S_174,S_28,1.0
S_174,S_32,1.0
S_174,S_37,1.0
S_174,S_43,1.0
S_174,S_56,1.0
S_174,S_59,1.0
S_174,S_64,1.0
S_174,S_69,1.0
S_174,S_71,1.0
S_174,S_72,1.0
S_174,S_73,1.0
S_174,S_116,1.0
S_174,S_123,1.0
S_174,S_126,1.0
S_174,S_130,1.0
S_174,S_131,1.0
S_174,S_144,1.0
S_174,S_161,1.0
S_174,S_163,1.0
S_174,S_170,1.0
S_174,S_175,1.0
S_174,S_183,1.0
S_174,S_191,1.0
S_174,S_197,1.0
S_174,S_199,1.0
S_174,S_211,1.0
S_174,S_218,1.0
S_174,S_224,1.0
S_174,S_228,1.0
S_174,S_240,1.0
S_174,S_320,1.0
S_174,S_330,1.0
S_174,S_515,1.0
S_174,S_526,1.0
S_174,S_642,1.0
S_174,S_699,1.0
S_175,S_2,1.0
S_175,S_4,1.0
S_175,S_12,1.0
S_175,S_17,1.0
S_175,S_18,1.0
S_175,S_27,1.0
S_175,S_28,1.0
S_175,S_31,1.0
S_175,S_32,1.0
S_175,S_37,1.0
S_175,S_47,1.0
S_175,S_56,1.0
S_175,S_59,1.0
S_175,S_69,1.0
S_175,S_71,1.0
S_175,S_91,1.0
S_175,S_112,1.0
S_175,S_116,1.0
S_175,S_122,1.0
S_175,S_123,1.0
S_175,S_130,1.0
S_175,S_131,1.0
S_175,S_144,1.0
S_175,S_170,1.0
S_175,S_174,1.0
S_175,S_191,1.0
S_175,S_197,1.0
S_175,S_199,1.0
S_175,S_202,1.0
S_175,S_213,1.0
S_175,S_228,1.0
S_175,S_240,1.0
S_175,S_260,1.0
S_175,S_264,1.0
S_175,S_320,1.0
S_175,S_330,1.0
S_175,S_515,1.0
S_175,S_526,1.0
S_175,S_699,1.0
S_176,S_3,1.0
S_176,S_23,1.0
S_176,S_24,1.0
S_176,S_40,1.0
S_176,S_53,1.0
S_176,S_57,1.0
S_176,S_68,1.0
S_176,S_80,1.0
S_176,S_97,1.0
S_176,S_105,1.0
S_176,S_109,1.0
S_176,S_146,1.0
S_176,S_148,1.0
S_176,S_165,1.0
S_176,S_172,1.0
S_176,S_193,1.0
S_176,S_200,1.0
S_176,S_204,1.0
S_176,S_207,1.0
S_176,S_225,1.0
S_176,S_258,1.0
S_176,S_269,1.0
S_176,S_282,1.0
S_176,S_283,1.0
S_176,S_288,1.0
S_176,S_303,1.0
S_176,S_306,1.0
S_176,S_314,1.0
S_176,S_329,1.0
S_176,S_675,1.0
S_177,S_35,1.0
S_177,S_49,1.0
S_177,S_61,1.0
S_177,S_66,1.0
S_177,S_147,1.0
S_177,S_154,1.0
S_177,S_186,1.0
S_177,S_196,1.0
S_177,S_209,1.0
S_177,S_229,1.0
S_177,S_251,1.0
S_177,S_253,1.0
S_177,S_270,1.0
S_177,S_273,1.0
S_177,S_277,1.0
S_177,S_287,1.0
S_177,S_289,1.0
S_177,S_293,1.0
S_177,S_297,1.0
S_177,S_299,1.0
S_177,S_305,1.0
S_177,S_309,1.0
S_177,S_311,1.0
S_177,S_312,1.0
S_177,S_315,1.0
S_177,S_323,1.0
S_177,S_326,1.0
S_177,S_407,1.0
S_177,S_487,1.0
S_177,S_513,1.0
S_177,S_582,1.0
S_177,S_583,1.0
S_177,S_614,1.0
S_177,S_621,1.0
S_177,S_628,1.0
S_177,S_648,1.0
S_177,S_658,1.0
S_177,S_666,1.0
S_177,S_683,1.0
S_177,S_694,1.0
S_178,S_34,1.0
S_178,S_113,1.0
S_178,S_134,1.0
S_178,S_153,1.0
S_178,S_164,1.0
S_178,S_206,1.0
S_178,S_216,1.0
S_178,S_295,1.0
S_178,S_298,1.0
S_178,S_374,1.0
S_178,S_376,1.0
S_178,S_394,1.0
S_178,S_453,1.0
S_178,S_463,1.0
S_178,S_508,1.0
S_179,S_6,1.0
S_179,S_9,1.0
S_179,S_63,1.0
S_179,S_77,1.0
S_179,S_80,1.0
S_179,S_90,1.0
S_179,S_109,1.0
S_179,S_111,1.0
S_179,S_118,1.0
S_179,S_143,1.0
S_179,S_159,1.0
S_179,S_168,1.0
S_179,S_187,1.0
S_179,S_189,1.0
S_179,S_200,1.0
S_179,S_203,1.0
S_179,S_210,1.0
S_179,S_236,1.0
S_179,S_241,1.0
S_179,S_247,1.0
S_179,S_257,1.0
S_179,S_271,1.0
S_179,S_677,1.0
S_179,S_704,1.0
S_180,S_35,1.0
S_180,S_55,1.0
S_180,S_66,1.0
S_180,S_88,1.0
S_180,S_114,1.0
S_180,S_194,1.0
